"date","weightclass","fighter","rank"
"2025-07-15","Flyweight","Ramazan Temirov","13"
"2025-07-15","Flyweight","Bruno Gustavo da Silva","14"
"2025-07-15","Flyweight","Kai Asakura","15"
"2025-07-15","Bantamweight","Merab Dvalishvili","0"
"2025-07-15","Bantamweight","Sean O'Malley","1"
"2025-07-15","Bantamweight","Umar Nurmagomedov","2"
"2025-07-15","Bantamweight","Petr Yan","3"
"2025-07-15","Bantamweight","Cory Sandhagen","4"
"2025-07-15","Bantamweight","Song Yadong","5"
"2025-07-15","Bantamweight","Deiveson Figueiredo","6"
"2025-07-15","Bantamweight","Marlon Vera","7"
"2025-07-15","Bantamweight","Mario Bautista","8"
"2025-07-15","Bantamweight","Rob Font","8"
"2025-07-15","Bantamweight","Henry Cejudo","10"
"2025-07-15","Bantamweight","Aiemann Zahabi","11"
"2025-07-15","Bantamweight","Kyler Phillips","12"
"2025-07-15","Bantamweight","Marcus McGhee","13"
"2025-07-15","Bantamweight","Montel Jackson","14"
"2025-07-15","Bantamweight","Vinicius Oliveira","15"
"2025-07-15","Featherweight","Alexander Volkanovski","0"
"2025-07-15","Featherweight","Movsar Evloev","1"
"2025-07-15","Featherweight","Diego Lopes","2"
"2025-07-15","Featherweight","Yair Rodriguez","3"
"2025-07-15","Featherweight","Arnold Allen","4"
"2025-07-15","Featherweight","Brian Ortega","4"
"2025-07-15","Featherweight","Lerone Murphy","6"
"2025-07-15","Featherweight","Aljamain Sterling","7"
"2025-07-15","Featherweight","Josh Emmett","8"
"2025-07-15","Featherweight","Youssef Zalal","9"
"2025-07-15","Featherweight","Jean Silva","10"
"2025-07-15","Featherweight","Dan Ige","11"
"2025-07-15","Featherweight","Steve Garcia","11"
"2025-07-15","Featherweight","David Onama","13"
"2025-07-15","Featherweight","Giga Chikadze","14"
"2025-07-15","Featherweight","Bryce Mitchell","15"
"2025-07-15","Featherweight","Calvin Kattar","15"
"2025-07-15","Lightweight","Ilia Topuria","0"
"2025-07-15","Lightweight","Islam Makhachev","1"
"2025-07-15","Lightweight","Arman Tsarukyan","2"
"2025-07-15","Lightweight","Charles Oliveira","3"
"2025-07-15","Lightweight","Justin Gaethje","4"
"2025-07-15","Lightweight","Max Holloway","5"
"2025-07-15","Lightweight","Dustin Poirier","6"
"2025-07-15","Lightweight","Dan Hooker","7"
"2025-07-15","Lightweight","Mateusz Gamrot","8"
"2025-07-15","Lightweight","Beneil Dariush","9"
"2025-07-15","Lightweight","Paddy Pimblett","10"
"2025-07-15","Lightweight","Rafael Fiziev","11"
"2025-07-15","Lightweight","Renato Moicano","12"
"2025-07-15","Lightweight","Michael Chandler","13"
"2025-07-15","Lightweight","Benoit Saint Denis","14"
"2025-07-15","Lightweight","Grant Dawson","15"
"2025-07-15","Welterweight","Jack Della Maddalena","0"
"2025-07-15","Welterweight","Belal Muhammad","1"
"2025-07-15","Welterweight","Sean Brady","2"
"2025-07-15","Welterweight","Shavkat Rakhmonov","3"
"2025-07-15","Welterweight","Leon Edwards","4"
"2025-07-15","Welterweight","Kamaru Usman","5"
"2025-07-15","Welterweight","Ian Machado Garry","6"
"2025-07-15","Welterweight","Michael Morales","7"
"2025-07-15","Welterweight","Joaquin Buckley","8"
"2025-07-15","Welterweight","Colby Covington","9"
"2025-07-15","Welterweight","Gilbert Burns","10"
"2025-07-15","Welterweight","Geoff Neal","11"
"2025-07-15","Welterweight","Carlos Prates","12"
"2025-07-15","Welterweight","Kevin Holland","13"
"2025-07-15","Welterweight","Gabriel Bonfim","14"
"2025-07-15","Welterweight","Michael Page","15"
"2025-07-15","Middleweight","Dricus Du Plessis","0"
"2025-07-15","Middleweight","Nassourdine Imavov","1"
"2025-07-15","Middleweight","Sean Strickland","2"
"2025-07-15","Middleweight","Khamzat Chimaev","3"
"2025-07-15","Middleweight","Israel Adesanya","4"
"2025-07-15","Middleweight","Robert Whittaker","5"
"2025-07-15","Middleweight","Caio Borralho","6"
"2025-07-15","Middleweight","Jared Cannonier","7"
"2025-07-15","Middleweight","Roman Dolidze","8"
"2025-07-15","Middleweight","Anthony Hernandez","9"
"2025-07-15","Middleweight","Marvin Vettori","10"
"2025-07-15","Middleweight","Brendan Allen","11"
"2025-07-15","Middleweight","Reinier de Ridder","12"
"2025-07-15","Middleweight","Paulo Costa","13"
"2025-07-15","Middleweight","Roman Kopylov","14"
"2025-07-15","Middleweight","Abus Magomedov","15"
"2025-07-15","Light Heavyweight","Magomed Ankalaev","0"
"2025-07-15","Light Heavyweight","Alex Pereira","1"
"2025-07-15","Light Heavyweight","Jiri Prochazka","2"
"2025-07-15","Light Heavyweight","Carlos Ulberg","3"
"2025-07-15","Light Heavyweight","Khalil Rountree Jr.","4"
"2025-07-15","Light Heavyweight","Jan Blachowicz","5"
"2025-07-15","Light Heavyweight","Jamahal Hill","6"
"2025-07-15","Light Heavyweight","Aleksandar Rakic","7"
"2025-07-15","Light Heavyweight","Dominick Reyes","8"
"2025-07-15","Light Heavyweight","Volkan Oezdemir","9"
"2025-07-15","Light Heavyweight","Nikita Krylov","10"
"2025-07-15","Light Heavyweight","Azamat Murzakanov","11"
"2025-07-15","Light Heavyweight","Johnny Walker","12"
"2025-07-15","Light Heavyweight","Bogdan Guskov","13"
"2025-07-15","Light Heavyweight","Zhang Mingyang","14"
"2025-07-15","Light Heavyweight","Alonzo Menifield","15"
"2025-07-15","Heavyweight","Tom Aspinall","0"
"2025-07-15","Heavyweight","Ciryl Gane","1"
"2025-07-15","Heavyweight","Alexander Volkov","2"
"2025-07-15","Heavyweight","Sergei Pavlovich","3"
"2025-07-15","Heavyweight","Curtis Blaydes","4"
"2025-07-15","Heavyweight","Jailton Almeida","5"
"2025-07-15","Heavyweight","Waldo Cortes-Acosta","6"
"2025-07-15","Heavyweight","Marcin Tybura","7"
"2025-07-15","Heavyweight","Serghei Spivac","8"
"2025-07-15","Heavyweight","Derrick Lewis","9"
"2025-07-15","Heavyweight","Tai Tuivasa","10"
"2025-07-15","Heavyweight","Shamil Gaziev","11"
"2025-07-15","Heavyweight","Mick Parkin","12"
"2025-07-15","Heavyweight","Martin Buday","13"
"2025-07-15","Heavyweight","Tallison Teixeira","14"
"2025-07-15","Heavyweight","Rizvan Kuniev","15"
"2025-07-15","Women's Strawweight","Zhang Weili","0"
"2025-07-15","Women's Strawweight","Virna Jandiroba","1"
"2025-07-15","Women's Strawweight","Tatiana Suarez","2"
"2025-07-15","Women's Strawweight","Yan Xiaonan","3"
"2025-07-15","Women's Strawweight","Amanda Lemos","4"
"2025-07-15","Women's Strawweight","Jessica Andrade","5"
"2025-07-15","Women's Strawweight","Mackenzie Dern","6"
"2025-07-15","Women's Strawweight","Amanda Ribas","7"
"2025-07-15","Women's Strawweight","Iasmin Lucindo","8"
"2025-07-15","Women's Strawweight","Gillian Robertson","9"
"2025-07-15","Women's Strawweight","Tabatha Ricci","10"
"2025-07-15","Women's Strawweight","Loopy Godinez","11"
"2025-07-15","Women's Strawweight","Angela Hill","12"
"2025-07-15","Women's Strawweight","Tecia Pennington","13"
"2025-07-15","Women's Strawweight","Loma Lookboonmee","14"
"2025-07-15","Women's Strawweight","Denise Gomes","15"
"2025-07-15","Women's Flyweight","Valentina Shevchenko","0"
"2025-07-15","Women's Flyweight","Natalia Silva","1"
"2025-07-15","Women's Flyweight","Manon Fiorot","2"
"2025-07-15","Women's Flyweight","Alexa Grasso","3"
"2025-07-15","Women's Flyweight","Erin Blanchfield","4"
"2025-07-15","Women's Flyweight","Jasmine Jasudavicius","5"
"2025-07-15","Women's Flyweight","Maycee Barber","6"
"2025-07-15","Women's Flyweight","Rose Namajunas","7"
"2025-07-15","Women's Flyweight","Tracy Cortez","8"
"2025-07-15","Women's Flyweight","Jessica Andrade","9"
"2025-07-15","Women's Flyweight","Miranda Maverick","10"
"2025-07-15","Women's Flyweight","Karine Silva","11"
"2025-07-15","Women's Flyweight","Casey O'Neill","12"
"2025-07-15","Women's Flyweight","Wang Cong","13"
"2025-07-15","Women's Flyweight","JJ Aldrich","14"
"2025-07-15","Women's Flyweight","Eduarda Moura","15"
"2025-07-15","Women's Bantamweight","Kayla Harrison","0"
"2025-07-15","Women's Bantamweight","Julianna Pena","1"
"2025-07-15","Women's Bantamweight","Raquel Pennington","2"
"2025-07-15","Women's Bantamweight","Ketlen Vieira","3"
"2025-07-15","Women's Bantamweight","Norma Dumont","4"
"2025-07-15","Women's Bantamweight","Macy Chiasson","5"
"2025-07-15","Women's Bantamweight","Irene Aldana","6"
"2025-07-15","Women's Bantamweight","Ailin Perez","7"
"2025-07-15","Women's Bantamweight","Mayra Bueno Silva","8"
"2025-07-15","Women's Bantamweight","Yana Santos","9"
"2025-07-15","Women's Bantamweight","Karol Rosa","10"
"2025-07-15","Women's Bantamweight","Jacqueline Cavalcanti","11"
"2025-07-15","Women's Bantamweight","Nora Cornolle","12"
"2025-07-15","Women's Bantamweight","Miesha Tate","13"
"2025-07-15","Women's Bantamweight","Joselyne Edwards","14"
"2025-07-15","Women's Bantamweight","Daria Zhelezniakova","15"
"2025-07-15","Men's Pound-for-Pound","Ilia Topuria","1"
"2025-07-15","Men's Pound-for-Pound","Islam Makhachev","2"
"2025-07-15","Men's Pound-for-Pound","Merab Dvalishvili","3"
"2025-07-15","Men's Pound-for-Pound","Alexandre Pantoja","4"
"2025-07-15","Men's Pound-for-Pound","Dricus Du Plessis","4"
"2025-07-15","Men's Pound-for-Pound","Alexander Volkanovski","6"
"2025-07-15","Men's Pound-for-Pound","Magomed Ankalaev","7"
"2025-07-15","Men's Pound-for-Pound","Jack Della Maddalena","8"
"2025-07-15","Men's Pound-for-Pound","Tom Aspinall","9"
"2025-07-15","Men's Pound-for-Pound","Alex Pereira","10"
"2025-07-15","Men's Pound-for-Pound","Max Holloway","11"
"2025-07-15","Men's Pound-for-Pound","Belal Muhammad","12"
"2025-07-15","Men's Pound-for-Pound","Arman Tsarukyan","13"
"2025-07-15","Men's Pound-for-Pound","Khamzat Chimaev","14"
"2025-07-15","Men's Pound-for-Pound","Charles Oliveira","15"
"2025-07-15","Women's Pound-for-Pound","Valentina Shevchenko","1"
"2025-07-15","Women's Pound-for-Pound","Zhang Weili","2"
"2025-07-15","Women's Pound-for-Pound","Kayla Harrison","3"
"2025-07-15","Women's Pound-for-Pound","Manon Fiorot","4"
"2025-07-15","Women's Pound-for-Pound","Julianna Pena","5"
"2025-07-15","Women's Pound-for-Pound","Natalia Silva","6"
"2025-07-15","Women's Pound-for-Pound","Alexa Grasso","7"
"2025-07-15","Women's Pound-for-Pound","Erin Blanchfield","8"
"2025-07-15","Women's Pound-for-Pound","Virna Jandiroba","9"
"2025-07-15","Women's Pound-for-Pound","Raquel Pennington","10"
"2025-07-15","Women's Pound-for-Pound","Tatiana Suarez","11"
"2025-07-15","Women's Pound-for-Pound","Rose Namajunas","12"
"2025-07-15","Women's Pound-for-Pound","Yan Xiaonan","13"
"2025-07-15","Women's Pound-for-Pound","Amanda Lemos","14"
"2025-07-15","Women's Pound-for-Pound","Maycee Barber","15"
"2025-07-22","Flyweight","Alexandre Pantoja","0"
"2025-07-22","Flyweight","Joshua Van","1"
"2025-07-22","Flyweight","Brandon Moreno","2"
"2025-07-22","Flyweight","Brandon Royval","3"
"2025-07-22","Flyweight","Amir Albazi","4"
"2025-07-22","Flyweight","Kai Kara-France","5"
"2025-07-22","Flyweight","Tatsuro Taira","6"
"2025-07-22","Flyweight","Manel Kape","7"
"2025-07-22","Flyweight","Alex Perez","8"
"2025-07-22","Flyweight","Asu Almabayev","9"
"2025-07-22","Flyweight","Steve Erceg","10"
"2025-07-22","Flyweight","Tim Elliott","11"
"2025-07-22","Flyweight","Tagir Ulanbekov","12"
"2025-07-22","Flyweight","Ramazan Temirov","13"
"2025-07-22","Flyweight","Bruno Gustavo da Silva","14"
"2025-07-22","Flyweight","Kai Asakura","15"
"2025-07-22","Bantamweight","Merab Dvalishvili","0"
"2025-07-22","Bantamweight","Sean O'Malley","1"
"2025-07-22","Bantamweight","Umar Nurmagomedov","2"
"2025-07-22","Bantamweight","Petr Yan","3"
"2025-07-22","Bantamweight","Cory Sandhagen","4"
"2025-07-22","Bantamweight","Song Yadong","5"
"2025-07-22","Bantamweight","Deiveson Figueiredo","6"
"2025-07-22","Bantamweight","Marlon Vera","7"
"2025-07-22","Bantamweight","Mario Bautista","8"
"2025-07-22","Bantamweight","Rob Font","9"
"2025-07-22","Bantamweight","Henry Cejudo","10"
"2025-07-22","Bantamweight","Aiemann Zahabi","11"
"2025-07-22","Bantamweight","Marcus McGhee","12"
"2025-07-22","Bantamweight","Vinicius Oliveira","13"
"2025-07-22","Bantamweight","Kyler Phillips","14"
"2025-07-22","Bantamweight","Montel Jackson","15"
"2025-07-22","Featherweight","Alexander Volkanovski","0"
"2025-07-22","Featherweight","Movsar Evloev","1"
"2025-07-22","Featherweight","Diego Lopes","2"
"2025-07-22","Featherweight","Yair Rodriguez","3"
"2025-07-22","Featherweight","Arnold Allen","4"
"2025-07-22","Featherweight","Brian Ortega","4"
"2025-07-22","Featherweight","Lerone Murphy","6"
"2025-07-22","Featherweight","Aljamain Sterling","7"
"2025-07-22","Featherweight","Josh Emmett","8"
"2025-07-22","Featherweight","Youssef Zalal","9"
"2025-07-22","Featherweight","Jean Silva","10"
"2025-07-22","Featherweight","Patricio Freire","11"
"2025-07-22","Featherweight","Steve Garcia","12"
"2025-07-22","Featherweight","David Onama","13"
"2025-07-22","Featherweight","Dan Ige","14"
"2025-07-22","Featherweight","Giga Chikadze","15"
"2025-07-22","Lightweight","Ilia Topuria","0"
"2025-07-22","Lightweight","Islam Makhachev","1"
"2025-07-22","Lightweight","Arman Tsarukyan","2"
"2025-07-22","Lightweight","Charles Oliveira","3"
"2025-07-22","Lightweight","Max Holloway","4"
"2025-07-22","Lightweight","Justin Gaethje","5"
"2025-07-22","Lightweight","Dan Hooker","6"
"2025-07-22","Lightweight","Mateusz Gamrot","7"
"2025-07-22","Lightweight","Beneil Dariush","8"
"2025-07-22","Lightweight","Paddy Pimblett","9"
"2025-07-22","Lightweight","Rafael Fiziev","10"
"2025-07-22","Lightweight","Renato Moicano","11"
"2025-07-22","Lightweight","Michael Chandler","12"
"2025-07-22","Lightweight","Benoit Saint Denis","13"
"2025-07-22","Lightweight","Grant Dawson","14"
"2025-07-22","Lightweight","Joel Alvarez","15"
"2025-07-22","Welterweight","Jack Della Maddalena","0"
"2025-07-22","Welterweight","Belal Muhammad","1"
"2025-07-22","Welterweight","Sean Brady","2"
"2025-07-22","Welterweight","Shavkat Rakhmonov","3"
"2025-07-22","Welterweight","Leon Edwards","4"
"2025-07-22","Welterweight","Kamaru Usman","5"
"2025-07-22","Welterweight","Ian Machado Garry","6"
"2025-07-22","Welterweight","Michael Morales","7"
"2025-07-22","Welterweight","Joaquin Buckley","8"
"2025-07-22","Welterweight","Colby Covington","9"
"2025-07-22","Welterweight","Geoff Neal","10"
"2025-07-22","Welterweight","Gilbert Burns","11"
"2025-07-22","Welterweight","Carlos Prates","12"
"2025-07-22","Welterweight","Gabriel Bonfim","13"
"2025-07-22","Welterweight","Daniel Rodriguez","14"
"2025-07-22","Welterweight","Michael Page","15"
"2025-07-22","Middleweight","Dricus Du Plessis","0"
"2025-07-22","Middleweight","Nassourdine Imavov","1"
"2025-07-22","Middleweight","Sean Strickland","2"
"2025-07-22","Middleweight","Khamzat Chimaev","3"
"2025-07-22","Middleweight","Israel Adesanya","4"
"2025-07-22","Middleweight","Robert Whittaker","5"
"2025-07-22","Middleweight","Caio Borralho","6"
"2025-07-22","Middleweight","Jared Cannonier","7"
"2025-07-22","Middleweight","Roman Dolidze","8"
"2025-07-22","Middleweight","Anthony Hernandez","9"
"2025-07-22","Middleweight","Brendan Allen","10"
"2025-07-22","Middleweight","Paulo Costa","11"
"2025-07-22","Middleweight","Marvin Vettori","11"
"2025-07-22","Middleweight","Reinier de Ridder","13"
"2025-07-22","Middleweight","Abus Magomedov","14"
"2025-07-22","Middleweight","Roman Kopylov","15"
"2025-07-22","Light Heavyweight","Magomed Ankalaev","0"
"2025-07-22","Light Heavyweight","Alex Pereira","1"
"2025-07-22","Light Heavyweight","Jiri Prochazka","2"
"2025-07-22","Light Heavyweight","Carlos Ulberg","3"
"2025-07-22","Light Heavyweight","Khalil Rountree Jr.","4"
"2025-07-22","Light Heavyweight","Jan Blachowicz","5"
"2025-07-22","Light Heavyweight","Jamahal Hill","6"
"2025-07-22","Light Heavyweight","Aleksandar Rakic","7"
"2025-07-22","Light Heavyweight","Dominick Reyes","8"
"2025-07-22","Light Heavyweight","Volkan Oezdemir","9"
"2025-07-22","Light Heavyweight","Nikita Krylov","10"
"2025-07-22","Light Heavyweight","Azamat Murzakanov","11"
"2025-07-22","Light Heavyweight","Johnny Walker","12"
"2025-07-22","Light Heavyweight","Bogdan Guskov","13"
"2025-07-22","Light Heavyweight","Zhang Mingyang","14"
"2025-07-22","Light Heavyweight","Alonzo Menifield","15"
"2025-07-22","Heavyweight","Tom Aspinall","0"
"2025-07-22","Heavyweight","Ciryl Gane","1"
"2025-07-22","Heavyweight","Alexander Volkov","2"
"2025-07-22","Heavyweight","Sergei Pavlovich","3"
"2025-07-22","Heavyweight","Curtis Blaydes","4"
"2025-07-22","Heavyweight","Jailton Almeida","5"
"2025-07-22","Heavyweight","Waldo Cortes-Acosta","6"
"2025-07-22","Heavyweight","Marcin Tybura","7"
"2025-07-22","Heavyweight","Serghei Spivac","8"
"2025-07-22","Heavyweight","Derrick Lewis","9"
"2025-07-22","Heavyweight","Tai Tuivasa","10"
"2025-07-22","Heavyweight","Shamil Gaziev","11"
"2025-07-22","Heavyweight","Mick Parkin","12"
"2025-07-22","Heavyweight","Martin Buday","13"
"2025-07-22","Heavyweight","Tallison Teixeira","14"
"2025-07-22","Heavyweight","Rizvan Kuniev","15"
"2025-07-22","Women's Strawweight","Zhang Weili","0"
"2025-07-22","Women's Strawweight","Virna Jandiroba","1"
"2025-07-22","Women's Strawweight","Tatiana Suarez","2"
"2025-07-22","Women's Strawweight","Yan Xiaonan","3"
"2025-07-22","Women's Strawweight","Amanda Lemos","4"
"2025-07-22","Women's Strawweight","Jessica Andrade","5"
"2025-07-22","Women's Strawweight","Mackenzie Dern","6"
"2025-07-22","Women's Strawweight","Amanda Ribas","7"
"2025-07-22","Women's Strawweight","Iasmin Lucindo","8"
"2025-07-22","Women's Strawweight","Gillian Robertson","9"
"2025-07-22","Women's Strawweight","Tabatha Ricci","10"
"2025-07-22","Women's Strawweight","Loopy Godinez","11"
"2025-07-22","Women's Strawweight","Angela Hill","12"
"2025-07-22","Women's Strawweight","Tecia Pennington","13"
"2025-07-22","Women's Strawweight","Loma Lookboonmee","14"
"2025-07-22","Women's Strawweight","Denise Gomes","15"
"2025-07-22","Women's Flyweight","Valentina Shevchenko","0"
"2025-07-22","Women's Flyweight","Natalia Silva","1"
"2025-07-22","Women's Flyweight","Manon Fiorot","2"
"2025-07-22","Women's Flyweight","Alexa Grasso","3"
"2025-07-22","Women's Flyweight","Erin Blanchfield","4"
"2025-07-22","Women's Flyweight","Jasmine Jasudavicius","5"
"2025-07-22","Women's Flyweight","Maycee Barber","6"
"2025-07-22","Women's Flyweight","Rose Namajunas","7"
"2025-07-22","Women's Flyweight","Tracy Cortez","8"
"2025-07-22","Women's Flyweight","Jessica Andrade","9"
"2025-07-22","Women's Flyweight","Miranda Maverick","10"
"2025-07-22","Women's Flyweight","Karine Silva","11"
"2025-07-22","Women's Flyweight","Casey O'Neill","12"
"2025-07-22","Women's Flyweight","Wang Cong","13"
"2025-07-22","Women's Flyweight","JJ Aldrich","14"
"2025-07-22","Women's Flyweight","Eduarda Moura","15"
"2025-07-22","Women's Bantamweight","Kayla Harrison","0"
"2025-07-22","Women's Bantamweight","Julianna Pena","1"
"2025-07-22","Women's Bantamweight","Raquel Pennington","2"
"2025-07-22","Women's Bantamweight","Ketlen Vieira","3"
"2025-07-22","Women's Bantamweight","Norma Dumont","4"
"2025-07-22","Women's Bantamweight","Macy Chiasson","5"
"2025-07-22","Women's Bantamweight","Irene Aldana","6"
"2025-07-22","Women's Bantamweight","Ailin Perez","7"
"2025-07-22","Women's Bantamweight","Mayra Bueno Silva","8"
"2025-07-22","Women's Bantamweight","Yana Santos","9"
"2025-07-22","Women's Bantamweight","Karol Rosa","10"
"2025-07-22","Women's Bantamweight","Jacqueline Cavalcanti","11"
"2025-07-22","Women's Bantamweight","Nora Cornolle","12"
"2025-07-22","Women's Bantamweight","Miesha Tate","13"
"2025-07-22","Women's Bantamweight","Joselyne Edwards","14"
"2025-07-22","Women's Bantamweight","Daria Zhelezniakova","15"
"2025-07-22","Men's Pound-for-Pound","Ilia Topuria","1"
"2025-07-22","Men's Pound-for-Pound","Islam Makhachev","2"
