Date,RedFighter,BlueFighter,WeightClass,RedOdds,BlueOdds
2018-07-06,Michael Trizano,Joe Giannetti,Lightweight,130,-150
2018-07-06,Jay Cucciniello,Brad Katona,Featherweight,220,-260
2018-07-06,Alex Caceres,Martin Bravo,Featherweight,-130,110
2018-07-06,Roxanne Modafferi,Barb Honchak,Women's Flyweight,130,-150
2018-07-06,Alessio Di Chirico,Julian Marquez,Middleweight,115,-135
2018-07-06,Montana De La Rosa,Rachael Ostovich,Women's Flyweight,-145,125
2018-07-06,Luis Pena,Richie Smullen,Lightweight,-380,315
2018-07-06,John Gunther,Allan Zuniga,Lightweight,-130,110
2018-07-06,Tyler Diamond,Bryce Mitchell,Featherweight,120,-140
2018-07-06,Matt Bessette,Steven Peterson,Featherweight,-125,105
2018-07-06,Gerald Meerschaert,Oskar Piechota,Middleweight,180,-220
2018-06-23,Donald Cerrone,Leon Edwards,Welterweight,215,-255
2018-06-23,Ovince Saint Preux,Tyson Pedro,Light Heavyweight,125,-145
2018-06-23,Jessica-Rose Clark,Jessica Eye,Women's Flyweight,-165,145
2018-06-23,Li Jingliang,Daichi Abe,Welterweight,-245,205
2018-06-23,Teruto Ishihara,Petr Yan,Bantamweight,450,-600
2018-06-23,Felipe Arantes,Song Yadong,Bantamweight,-105,-115
2018-06-23,Rolando Dy,Shane Young,Featherweight,145,-165
2018-06-23,Song Kenan,Hector Aldana,Welterweight,-290,245
2018-06-23,Shinsho Anzai,Jake Matthews,Welterweight,450,-600
2018-06-23,Viviane Pereira,Yan Xiaonan,Women's Strawweight,-165,145
2018-06-23,Matt Schnell,Naoki Inoue,Flyweight,165,-190
2018-06-23,Jenel Lausa,Ulka Sasaki,Flyweight,200,-240
2018-06-23,Ji Yeon Kim,Melinda Fabian,Women's Flyweight,-170,150
2018-06-09,Robert Whittaker,Yoel Romero,Middleweight,-275,235
2018-06-09,Rafael Dos Anjos,Colby Covington,Welterweight,115,-135
2018-06-09,Holly Holm,Megan Anderson,Women's Featherweight,-145,125
2018-06-09,Andrei Arlovski,Tai Tuivasa,Heavyweight,190,-230
2018-06-09,CM Punk,Mike Jackson,Welterweight,165,-190
2018-06-09,Alistair Overeem,Curtis Blaydes,Heavyweight,170,-200
2018-06-09,Claudia Gadelha,Carla Esparza,Women's Strawweight,-270,230
2018-06-09,Ricardo Lamas,Mirsad Bektic,Featherweight,205,-245
2018-06-09,Rashad Coulter,Chris de la Rocha,Heavyweight,-115,-105
2018-06-09,Rashad Evans,Anthony Smith,Light Heavyweight,188,-205
2018-06-09,Joseph Benavidez,Sergio Pettis,Flyweight,-200,170
2018-06-09,Clay Guida,Charles Oliveira,Lightweight,120,-140
2018-06-09,Mike Santiago,Dan Ige,Featherweight,-110,-110
2018-06-01,Jimmie Rivera,Marlon Moraes,Bantamweight,-120,100
2018-06-01,Gregor Gillespie,Vinc Pichel,Lightweight,-400,325
2018-06-01,Walt Harris,Daniel Spitz,Heavyweight,-220,180
2018-06-01,Jake Ellenberger,Ben Saunders,Welterweight,-160,140
2018-06-01,Julio Arce,Daniel Teymur,Featherweight,-185,160
2018-06-01,Gian Villante,Sam Alvey,Light Heavyweight,135,-155
2018-06-01,Sijara Eubanks,Lauren Murphy,Women's Flyweight,-210,175
2018-06-01,Nik Lentz,David Teymur,Lightweight,250,-300
2018-06-01,Belal Muhammad,Chance Rencountre,Welterweight,-450,360
2018-06-01,Desmond Green,Gleison Tibau,Lightweight,-1200,600
2018-06-01,Johnny Eduardo,Nathaniel Wood,Bantamweight,205,-245
2018-06-01,Jarred Brooks,Jose Torres,Flyweight,125,-145
2018-05-27,Stephen Thompson,Darren Till,Welterweight,-150,130
2018-05-27,Neil Magny,Craig White,Welterweight,-750,525
2018-05-27,Arnold Allen,Mads Burnell,Featherweight,-245,205
2018-05-27,Jason Knight,Makwan Amirkhani,Featherweight,-170,150
2018-05-27,Claudio Silva,Nordine Taleb,Welterweight,325,-400
2018-05-27,Eric Spicely,Darren Stewart,Middleweight,-160,140
2018-05-27,Daniel Kelly,Tom Breese,Middleweight,315,-380
2018-05-27,Lina Lansberg,Gina Mazany,Women's Bantamweight,140,-160
2018-05-27,Gillian Robertson,Molly McCann,Women's Flyweight,135,-155
2018-05-27,Elias Theodorou,Trevor Smith,Middleweight,-390,320
2018-05-19,Demian Maia,Kamaru Usman,Welterweight,415,-525
2018-05-19,Alexa Grasso,Tatiana Suarez,Women's Strawweight,425,-550
2018-05-19,Jared Cannonier,Dominick Reyes,Light Heavyweight,180,-220
2018-05-19,Diego Rivas,Guido Cannetti,Bantamweight,-175,155
2018-05-19,Veronica Macedo,Andrea Lee,Women's Flyweight,280,-340
2018-05-19,Vicente Luque,Chad Laprise,Welterweight,-235,195
2018-05-19,Zak Cummings,Michel Prazeres,Welterweight,-190,165
2018-05-19,Brandon Moreno,Alexandre Pantoja,Flyweight,-110,-110
2018-05-19,Poliana Botelho,Syuri Kondo,Women's Strawweight,-174,164
2018-05-19,Gabriel Benitez,Humberto Bandenay,Featherweight,-155,145
2018-05-19,Enrique Barzola,Brandon Davis,Featherweight,-235,195
2018-05-19,Henry Briones,Frankie Saenz,Bantamweight,280,-340
2018-05-19,Claudio Puelles,Felipe Silva,Lightweight,265,-325
2018-05-12,Amanda Nunes,Raquel Pennington,Women's Bantamweight,-700,500
2018-05-12,Jacare Souza,Kelvin Gastelum,Middleweight,-115,-105
2018-05-12,Mackenzie Dern,Amanda Cooper,Women's Strawweight,-260,220
2018-05-12,John Lineker,Brian Kelleher,Bantamweight,-265,225
2018-05-12,Vitor Belfort,Lyoto Machida,Middleweight,165,-190
2018-05-12,Cezar Ferreira,Karl Roberson,Middleweight,-150,130
2018-05-12,Aleksei Oleinik,Junior Albini,Heavyweight,135,-145
2018-05-12,Davi Ramos,Nick Hein,Lightweight,-185,160
2018-05-12,Elizeu Zaleski dos Santos,Sean Strickland,Welterweight,100,-120
2018-05-12,Warlley Alves,Sultan Aliev,Welterweight,-280,240
2018-05-12,Thales Leites,Jack Hermansson,Middleweight,110,-130
2018-05-12,Alberto Mina,Ramazan Emeev,Welterweight,150,-170
2018-05-12,Markus Perez,James Bochnovic,Middleweight,-300,250
2018-04-21,Edson Barboza,Kevin Lee,Lightweight,145,-165
2018-04-21,Frankie Edgar,Cub Swanson,Featherweight,-275,235
2018-04-21,Justin Willis,Chase Sherman,Heavyweight,-290,245
2018-04-21,David Branch,Thiago Santos,Middleweight,140,-160
2018-04-21,Aljamain Sterling,Brett Johns,Bantamweight,-115,-105
2018-04-21,Jim Miller,Dan Hooker,Lightweight,250,-300
2018-04-21,Ryan LaFlare,Alex Garcia,Welterweight,-150,130
2018-04-21,Merab Dvalishvili,Ricky Simon,Bantamweight,-110,-110
2018-04-21,Siyar Bahadurzada,Luan Chagas,Welterweight,150,-170
2018-04-21,Corey Anderson,Patrick Cummins,Light Heavyweight,-165,145
2018-04-21,Anthony Rocco Martin,Keita Nakamura,Welterweight,-200,170
2018-04-14,Dustin Poirier,Justin Gaethje,Lightweight,-125,105
2018-04-14,Carlos Condit,Alex Oliveira,Welterweight,155,-175
2018-04-14,Israel Adesanya,Marvin Vettori,Middleweight,-245,205
2018-04-14,Michelle Waterson,Cortney Casey,Women's Strawweight,145,-165
2018-04-14,Tim Boetsch,Antonio Carlos Junior,Middleweight,220,-260
2018-04-14,Muslim Salikhov,Ricky Rainey,Welterweight,-210,175
2018-04-14,Wilson Reis,John Moraga,Flyweight,-120,100
2018-04-14,Krzysztof Jotko,Brad Tavares,Middleweight,-130,110
2018-04-14,Gilbert Burns,Dan Moret,Lightweight,-640,470
2018-04-14,Shana Dobson,Lauren Mueller,Women's Flyweight,140,-160
2018-04-14,Dhiego Lima,Yushin Okami,Welterweight,105,-125
2018-04-14,Arjan Bhullar,Adam Wieczorek,Heavyweight,-325,265
2018-04-14,Matthew Lopez,Alejandro Perez,Bantamweight,-110,-110
2018-04-14,Luke Sanders,Patrick Williams,Bantamweight,-430,345
2018-04-07,Khabib Nurmagomedov,Al Iaquinta,Lightweight,-640,470
2018-04-07,Rose Namajunas,Joanna Jedrzejczyk,Women's Strawweight,-110,-110
2018-04-07,Renato Moicano,Calvin Kattar,Featherweight,-115,-105
2018-04-07,Zabit Magomedsharipov,Kyle Bochniak,Featherweight,-700,500
2018-04-07,Joe Lauzon,Chris Gruetzemacher,Lightweight,-145,125
2018-04-07,Karolina Kowalkiewicz,Felice Herrig,Women's Strawweight,-190,165
2018-04-07,Evan Dunham,Olivier Aubin-Mercier,Lightweight,-140,120
2018-04-07,Bec Rawlings,Ashlee Evans-Smith,Women's Flyweight,170,-200
2018-04-07,Devin Clark,Mike Rodriguez,Light Heavyweight,-105,-115
2018-03-17,Fabricio Werdum,Alexander Volkov,Heavyweight,-210,175
2018-03-17,Jimi Manuwa,Jan Blachowicz,Light Heavyweight,-150,130
2018-03-17,Tom Duquesnoy,Terrion Ware,Bantamweight,-430,345
2018-03-17,Leon Edwards,Peter Sobotta,Welterweight,-190,165
2018-03-17,John Phillips,Charles Byrd,Middleweight,-115,-105
2018-03-17,Danny Roberts,Oliver Enkamp,Welterweight,-130,110
2018-03-17,Danny Henry,Hakeem Dawodu,Featherweight,240,-260
2018-03-17,Paul Craig,Magomed Ankalaev,Light Heavyweight,550,-800
2018-03-17,Stevie Ray,Kajan Johnson,Lightweight,-210,175
2018-03-17,Mark Godbeer,Dmitry Sosnovskiy,Heavyweight,220,-260
2018-03-03,Cris Cyborg,Yana Kunitskaya,Women's Featherweight,-1000,650
2018-03-03,Frankie Edgar,Brian Ortega,Featherweight,-155,135
2018-03-03,Sean O'Malley,Andre Soukhamthath,Bantamweight,-145,125
2018-03-03,Stefan Struve,Andrei Arlovski,Heavyweight,-185,160
2018-03-03,Cat Zingano,Ketlen Vieira,Women's Bantamweight,175,-210
2018-03-03,Ashley Yoder,Mackenzie Dern,Women's Strawweight,390,-490
2018-03-03,Beneil Dariush,Alexander Hernandez,Lightweight,-420,335
2018-03-03,John Dodson,Pedro Munhoz,Bantamweight,-160,140
2018-03-03,CB Dollaway,Hector Lombard,Middleweight,-110,-110
2018-03-03,Mike Pyle,Zak Ottow,Welterweight,270,-330
2018-03-03,Bryan Caraway,Cody Stamann,Bantamweight,-105,-115
2018-03-03,Jordan Johnson,Adam Milstead,Light Heavyweight,-255,215
2018-02-24,Josh Emmett,Jeremy Stephens,Featherweight,110,-130
2018-02-24,Jessica Andrade,Tecia Torres,Women's Strawweight,-250,210
2018-02-24,Ovince Saint Preux,Ilir Latifi,Light Heavyweight,-165,145
2018-02-24,Mike Perry,Max Griffin,Welterweight,-300,250
2018-02-24,Renan Barao,Brian Kelleher,Bantamweight,-165,145
2018-02-24,Sara McMann,Marion Reneau,Women's Bantamweight,-190,165
2018-02-24,Maryna Moroz,Angela Hill,Women's Strawweight,130,-150
2018-02-24,Ben Saunders,Alan Jouban,Welterweight,210,-250
2018-02-24,Sam Alvey,Marcin Prachnio,Light Heavyweight,180,-220
2018-02-24,Rani Yahya,Russell Doane,Bantamweight,-220,180
2018-02-24,Eric Shelton,Alex Perez,Flyweight,-140,120
2018-02-24,Albert Morales,Manny Bermudez,Bantamweight,155,-175
2018-02-18,Donald Cerrone,Yancy Medeiros,Welterweight,100,-120
2018-02-18,Derrick Lewis,Marcin Tybura,Heavyweight,-110,-110
2018-02-18,James Vick,Francisco Trinaldo,Lightweight,-210,175
2018-02-18,Thiago Alves,Curtis Millender,Welterweight,-150,130
2018-02-18,Steven Peterson,Brandon Davis,Featherweight,130,-150
2018-02-18,Sage Northcutt,Thibault Gouti,Lightweight,-375,313
2018-02-18,Jared Gordon,Diego Ferreira,Lightweight,-175,155
2018-02-18,Geoff Neal,Brian Camozzi,Welterweight,-210,175
2018-02-18,Roberto Sanchez,Joby Sanchez,Flyweight,135,-145
2018-02-18,Sarah Moras,Lucie Pudilova,Women's Bantamweight,130,-150
2018-02-18,Joshua Burkman,Alex Morono,Welterweight,300,-360
2018-02-18,Oskar Piechota,Tim Williams,Middleweight,-340,280
2018-02-10,Yoel Romero,Luke Rockhold,Middleweight,160,-185
2018-02-10,Mark Hunt,Curtis Blaydes,Heavyweight,165,-190
2018-02-10,Tai Tuivasa,Cyril Asker,Heavyweight,-275,235
2018-02-10,Jake Matthews,Li Jingliang,Welterweight,125,-145
2018-02-10,Tyson Pedro,Saparbeg Safarov,Light Heavyweight,-300,250
2018-02-10,Damien Brown,Dong Hyun Ma,Lightweight,115,-135
2018-02-10,Rob Wilkinson,Israel Adesanya,Middleweight,305,-365
2018-02-10,Alexander Volkanovski,Jeremy Kennedy,Featherweight,-200,170
2018-02-10,Jussier Formiga,Ben Nguyen,Flyweight,-110,-110
2018-02-10,Ross Pearson,Mizuto Hirota,Lightweight,-160,140
2018-02-10,Teruto Ishihara,Jose Quinonez,Bantamweight,135,-155
2018-02-10,Luke Jumeau,Daichi Abe,Welterweight,140,-160
2018-02-03,Lyoto Machida,Eryk Anders,Middleweight,205,-245
2018-02-03,Valentina Shevchenko,Priscila Cachoeira,Women's Flyweight,-1100,700
2018-02-03,Michel Prazeres,Desmond Green,Lightweight,-120,100
2018-02-03,Douglas Silva de Andrade,Marlon Vera,Bantamweight,165,-190
2018-02-03,Thiago Santos,Anthony Smith,Middleweight,-255,215
2018-02-03,Sergio Moraes,Tim Means,Welterweight,173,-205
2018-02-03,Alan Patrick,Damir Hadzovic,Lightweight,-240,200
2018-02-03,Maia Stevenson,Polyana Viana,Women's Strawweight,350,-440
2018-02-03,Iuri Alcantara,Joe Soto,Bantamweight,-120,100
2018-02-03,Deiveson Figueiredo,Joseph Morales,Flyweight,110,-130
2018-01-27,Jacare Souza,Derek Brunson,Middleweight,120,-140
2018-01-27,Dennis Bermudez,Andre Fili,Featherweight,-150,130
2018-01-27,Jordan Rinaldi,Gregor Gillespie,Lightweight,425,-550
2018-01-27,Drew Dober,Frank Camacho,Welterweight,-140,120
2018-01-27,Erik Koch,Bobby Green,Lightweight,155,-175
2018-01-27,Mirsad Bektic,Godofredo Pepey,Featherweight,-550,425
2018-01-27,Katlyn Chookagian,Mara Romero Borella,Women's Flyweight,-190,165
2018-01-27,Randa Markos,Juliana Lima,Women's Strawweight,-155,135
2018-01-27,Justine Kish,Ji Yeon Kim,Women's Flyweight,-160,140
2018-01-27,Vinc Pichel,Joaquim Silva,Lightweight,110,-130
2018-01-27,Niko Price,George Sullivan,Welterweight,-365,305
2018-01-27,Austin Arnett,Cory Sandhagen,Featherweight,170,-200
2018-01-20,Stipe Miocic,Francis Ngannou,Heavyweight,150,-170
2018-01-20,Daniel Cormier,Volkan Oezdemir,Light Heavyweight,-345,285
2018-01-20,Calvin Kattar,Shane Burgos,Featherweight,190,-230
2018-01-20,Gian Villante,Francimar Barroso,Light Heavyweight,-155,135
2018-01-20,Thomas Almeida,Rob Font,Bantamweight,-145,125
2018-01-20,Kyle Bochniak,Brandon Davis,Featherweight,120,-140
2018-01-20,Sabah Homasi,Abdul Razak Alhassan,Welterweight,168,-195
2018-01-20,Dustin Ortiz,Alexandre Pantoja,Flyweight,-135,115
2018-01-20,Dan Ige,Julio Arce,Featherweight,120,-140
2018-01-20,Matt Bessette,Enrique Barzola,Featherweight,245,-290
2018-01-20,Islam Makhachev,Gleison Tibau,Lightweight,-290,245
2018-01-14,Jeremy Stephens,Dooho Choi,Featherweight,145,-165
2018-01-14,Paige VanZant,Jessica-Rose Clark,Women's Flyweight,-120,100
2018-01-14,Kamaru Usman,Emil Meek,Welterweight,-750,525
2018-01-14,Darren Elkins,Michael Johnson,Featherweight,175,-210
2018-01-14,James Krause,Alex White,Lightweight,-180,158
2018-01-14,Matt Frevola,Polo Reyes,Lightweight,-200,185
2018-01-14,Talita Bernardo,Irene Aldana,Women's Bantamweight,115,-135
2018-01-14,Kyung Ho Kang,Guido Cannetti,Bantamweight,-290,245
2018-01-14,Kalindra Faria,Jessica Eye,Women's Flyweight,115,-135
2018-01-14,Danielle Taylor,JJ Aldrich,Women's Strawweight,110,-130
2018-01-14,Mads Burnell,Mike Santiago,Featherweight,165,-190
2017-12-30,Cris Cyborg,Holly Holm,Women's Featherweight,-325,265
2017-12-30,Khabib Nurmagomedov,Edson Barboza,Lightweight,-410,330
2017-12-30,Dan Hooker,Marc Diakiese,Lightweight,165,-190
2017-12-30,Cynthia Calvillo,Carla Esparza,Women's Strawweight,-220,180
2017-12-30,Carlos Condit,Neil Magny,Welterweight,-130,110
2017-12-30,Myles Jury,Rick Glenn,Featherweight,-175,155
2017-12-30,Louis Smolka,Matheus Nicolau,Flyweight,170,-200
2017-12-30,Tim Elliott,Mark De La Rosa,Bantamweight,-190,165
2017-12-16,Robbie Lawler,Rafael Dos Anjos,Welterweight,105,-125
2017-12-16,Ricardo Lamas,Josh Emmett,Featherweight,-290,245
2017-12-16,Santiago Ponzinibbio,Mike Perry,Welterweight,-155,135
2017-12-16,Glover Teixeira,Misha Cirkunov,Light Heavyweight,125,-145
2017-12-16,Jared Cannonier,Jan Blachowicz,Light Heavyweight,-190,165
2017-12-16,Julian Marquez,Darren Stewart,Middleweight,-340,280
2017-12-16,Chad Laprise,Galore Bofando,Welterweight,-145,125
2017-12-16,Nordine Taleb,Danny Roberts,Welterweight,-155,135
2017-12-16,John Makdessi,Abel Trujillo,Lightweight,125,-145
2017-12-16,Alessio Di Chirico,Oluwale Bamgbose,Middleweight,-160,140
2017-12-16,Jordan Mein,Erick Silva,Welterweight,-160,140
2017-12-09,Cub Swanson,Brian Ortega,Featherweight,100,-120
2017-12-09,Jason Knight,Gabriel Benitez,Featherweight,-330,270
2017-12-09,Marlon Moraes,Aljamain Sterling,Bantamweight,-145,135
2017-12-09,Scott Holtzman,Darrell Horcher,Lightweight,-145,125
2017-12-09,Eryk Anders,Markus Perez,Middleweight,-470,375
2017-12-09,Albert Morales,Benito Lopez,Bantamweight,105,-125
2017-12-09,Alexis Davis,Liz Carmouche,Women's Flyweight,105,-125
2017-12-09,Luke Sanders,Andre Soukhamthath,Bantamweight,-345,285
2017-12-09,Carls John De Tomas,Alex Perez,Bantamweight,335,-420
2017-12-09,Frankie Saenz,Merab Dvalishvili,Bantamweight,165,-190
2017-12-09,Alejandro Perez,Iuri Alcantara,Bantamweight,155,-175
2017-12-09,Chris Gruetzemacher,Davi Ramos,Lightweight,325,-400
2017-12-09,Antonio Braga Neto,Trevin Giles,Middleweight,230,-270
2017-12-02,Max Holloway,Jose Aldo,Featherweight,-260,220
2017-12-02,Alistair Overeem,Francis Ngannou,Heavyweight,210,-230
2017-12-02,Henry Cejudo,Sergio Pettis,Flyweight,-320,260
2017-12-02,Eddie Alvarez,Justin Gaethje,Lightweight,150,-170
2017-12-02,Tecia Torres,Michelle Waterson,Women's Strawweight,-250,210
2017-12-02,Charles Oliveira,Paul Felder,Lightweight,-135,115
2017-12-02,Alex Oliveira,Yancy Medeiros,Welterweight,-390,320
2017-12-02,David Teymur,Drakkar Klose,Lightweight,-130,110
2017-12-02,Felice Herrig,Cortney Casey,Women's Strawweight,-115,-105
2017-12-02,Amanda Cooper,Angela Magana,Women's Strawweight,-525,415
2017-12-02,Sabah Homasi,Abdul Razak Alhassan,Welterweight,225,-265
2017-12-02,Jeremy Kimball,Dominick Reyes,Light Heavyweight,415,-525
2017-12-02,Justin Willis,Allen Crowder,Heavyweight,-230,190
2017-12-01,Nicco Montano,Roxanne Modafferi,Women's Flyweight,-210,175
2017-12-01,Sean O'Malley,Terrion Ware,Bantamweight,-230,190
2017-12-01,Barb Honchak,Lauren Murphy,Women's Flyweight,-240,200
2017-12-01,Eric Spicely,Gerald Meerschaert,Middleweight,150,-170
2017-12-01,Joe Soto,Brett Johns,Bantamweight,145,-165
2017-12-01,Christina Marks,Montana De La Rosa,Women's Flyweight,300,-360
2017-12-01,Andrew Sanchez,Ryan Janes,Middleweight,-600,450
2017-12-01,Karine Gevorgyan,Rachael Ostovich,Women's Flyweight,375,-420
2017-12-01,Ariel Beck,Shana Dobson,Women's Flyweight,165,-190
2017-12-01,Gillian Robertson,Emily Whitmire,Women's Flyweight,165,-190
2017-11-25,Michael Bisping,Kelvin Gastelum,Middleweight,243,-285
2017-11-25,Li Jingliang,Zak Ottow,Welterweight,-200,170
2017-11-25,Wang Guan,Alex Caceres,Featherweight,120,-140
2017-11-25,Muslim Salikhov,Alex Garcia,Welterweight,-220,180
2017-11-25,Zabit Magomedsharipov,Sheymon Moraes,Featherweight,-500,400
2017-11-25,Song Kenan,Bobby Nash,Welterweight,250,-300
2017-11-25,Kailin Curran,Yan Xiaonan,Women's Strawweight,120,-140
2017-11-25,Song Yadong,Bharat Kandare,Featherweight,-160,140
2017-11-25,Chase Sherman,Shamil Abdurakhimov,Heavyweight,105,-125
2017-11-25,Wu Yanan,Gina Mazany,Women's Bantamweight,-130,120
2017-11-25,Wuliji Buren,Rolando Dy,Featherweight,140,-150
2017-11-25,Cyril Asker,Hu Yaozong,Heavyweight,-250,210
2017-11-18,Fabricio Werdum,Marcin Tybura,Heavyweight,-300,250
2017-11-18,Bec Rawlings,Jessica-Rose Clark,Women's Flyweight,-130,110
2017-11-18,Tim Means,Belal Muhammad,Welterweight,-210,175
2017-11-18,Jake Matthews,Bojan Velickovic,Welterweight,-140,120
2017-11-18,Elias Theodorou,Daniel Kelly,Middleweight,-310,255
2017-11-18,Alexander Volkanovski,Shane Young,Catch Weight,-640,470
2017-11-18,Ryan Benoit,Ashkan Mokhtarian,Flyweight,-290,245
2017-11-18,Nik Lentz,Will Brooks,Lightweight,345,-430
2017-11-18,Rashad Coulter,Tai Tuivasa,Heavyweight,155,-175
2017-11-18,Damien Brown,Frank Camacho,Lightweight,105,-125
2017-11-18,Alex Chambers,Nadia Kassem,Women's Strawweight,170,-200
2017-11-18,Jenel Lausa,Eric Shelton,Flyweight,270,-330
2017-11-18,Anthony Hamilton,Adam Wieczorek,Heavyweight,155,-175
2017-11-11,Dustin Poirier,Anthony Pettis,Lightweight,-110,-110
2017-11-11,Matt Brown,Diego Sanchez,Welterweight,-350,290
2017-11-11,Junior Albini,Andrei Arlovski,Heavyweight,-320,260
2017-11-11,Nate Marquardt,Cezar Ferreira,Middleweight,225,-265
2017-11-11,Raphael Assuncao,Matthew Lopez,Bantamweight,-370,310
2017-11-11,Joe Lauzon,Clay Guida,Lightweight,105,-125
2017-11-11,John Dodson,Marlon Moraes,Bantamweight,-125,105
2017-11-11,Tatiana Suarez,Viviane Pereira,Women's Strawweight,-285,243
2017-11-11,Sage Northcutt,Michel Quinones,Lightweight,-190,165
2017-11-11,Angela Hill,Nina Ansaroff,Women's Strawweight,-170,150
2017-11-11,Court McGee,Sean Strickland,Welterweight,245,-290
2017-11-11,Jake Collier,Marcel Fortuna,Light Heavyweight,215,-255
2017-11-11,Darren Stewart,Karl Roberson,Middleweight,185,-255
2017-11-04,Michael Bisping,Georges St-Pierre,Middleweight,-120,100
2017-11-04,Cody Garbrandt,TJ Dillashaw,Bantamweight,-210,175
2017-11-04,Joanna Jedrzejczyk,Rose Namajunas,Women's Strawweight,-700,500
2017-11-04,Stephen Thompson,Jorge Masvidal,Welterweight,-190,165
2017-11-04,Johny Hendricks,Paulo Costa,Middleweight,305,-365
2017-11-04,James Vick,Joe Duffy,Lightweight,135,-155
2017-11-04,Walt Harris,Mark Godbeer,Heavyweight,-370,310
2017-11-04,Ovince Saint Preux,Corey Anderson,Light Heavyweight,-175,155
2017-11-04,Randy Brown,Mickey Gall,Welterweight,105,-125
2017-11-04,Aleksei Oleinik,Curtis Blaydes,Heavyweight,250,-300
2017-11-04,Aiemann Zahabi,Ricardo Ramos,Bantamweight,165,-190
2017-10-28,Derek Brunson,Lyoto Machida,Middleweight,-145,135
2017-10-28,Demian Maia,Colby Covington,Welterweight,-120,100
2017-10-28,Pedro Munhoz,Rob Font,Bantamweight,155,-175
2017-10-28,Francisco Trinaldo,Jim Miller,Lightweight,-220,180
2017-10-28,Thiago Santos,Jack Hermansson,Middleweight,-110,-110
2017-10-28,John Lineker,Marlon Vera,Bantamweight,-485,385
2017-10-28,Vicente Luque,Niko Price,Welterweight,-130,110
2017-10-28,Antonio Carlos Junior,Jack Marshman,Middleweight,-370,330
2017-10-28,Hacran Dias,Jared Gordon,Lightweight,135,-155
2017-10-28,Elizeu Zaleski dos Santos,Max Griffin,Welterweight,-230,190
2017-10-28,Deiveson Figueiredo,Jarred Brooks,Flyweight,125,-145
2017-10-28,Marcelo Golm,Christian Colombo,Heavyweight,-265,225
2017-10-21,Donald Cerrone,Darren Till,Welterweight,-150,130
