RedFighter,BlueFighter,RedOdds,BlueOdds,RedWinner,RedReturn,BlueReturn,OddsDiff,AgeDiff,ReachDiff,WinsDiff,LossesDiff,WinStreakDiff,LoseStreakDiff,RankDiff,Date,TitleBout,WeightClass,Gender,NumberOfRounds,Finish,FinishRound,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueAge,BMatchWCRank,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,RMatchWCRank
Lerone Murphy,Dan Ige,-340,270,True,1.2941,0.0,-610,0,5.079999999999984,-5,-7,6,-1,-2,2024-10-26,False,Featherweight,MALE,3,U-DEC,3,1,0,6,7,49,0,4,2,11,Orthodox,170.18,180.34,33,14,0,6,6,0,20,0,2,0,6,Orthodox,175.26,185.42,33,12
Shara Magomedov,Armen Petrosyan,-166,140,True,1.6024,0.0,-306,-3,5.079999999999984,-1,-2,3,-1,0,2024-10-26,False,Middleweight,MALE,3,KO/TKO,2,1,0,2,2,14,0,1,0,4,Orthodox,190.5,180.34,33,20,0,3,3,0,9,0,1,0,3,Orthodox,187.96,185.42,30,20
Ibo Aslan,Rafael Cerqueira,-108,-112,True,1.9259,0.0,4,-6,2.5400000000000205,2,0,2,0,0,2024-10-26,False,Light Heavyweight,MALE,3,KO/TKO,1,0,0,0,0,0,0,0,0,0,Southpaw,190.5,193.04,34,20,0,2,2,0,4,0,2,0,2,Orthodox,190.5,195.58,28,20
Geoff Neal,Rafael Dos Anjos,-245,200,True,1.4082,0.0,-445,-6,12.699999999999989,-13,-10,0,0,-10,2024-10-26,False,Welterweight,MALE,3,KO/TKO,1,2,0,5,14,111,4,4,5,21,Southpaw,172.72,177.8,40,20,2,0,6,4,30,0,5,1,8,Southpaw,180.34,190.5,34,10
Mateusz Rebecki,Myktybek Orolbai,215,-265,True,3.15,0.0,480,5,-20.32000000000002,2,1,-2,1,0,2024-10-26,False,Catch Weight,MALE,3,S-DEC,3,0,2,2,0,5,0,0,1,2,Orthodox,177.8,187.96,26,20,1,0,4,1,10,0,1,2,4,Southpaw,170.18,167.64,31,20
Abus Magomedov,Brunno Ferreira,-155,130,True,1.6452,0.0,-285,3,15.240000000000009,-2,1,-1,0,0,2024-10-26,False,Middleweight,MALE,3,SUB,3,0,2,2,1,5,0,4,0,4,Orthodox,177.8,182.88,31,20,0,1,1,2,9,0,1,0,2,Orthodox,187.96,198.12,34,20
Kennedy Nzechukwu,Chris Barnett,-800,550,True,1.125,0.0,-1350,-6,20.319999999999993,6,3,-1,2,0,2024-10-26,False,Heavyweight,MALE,3,KO/TKO,1,0,1,1,2,9,0,2,0,2,Orthodox,175.26,190.5,38,20,2,0,3,5,30,0,5,1,8,Southpaw,195.58,210.82,32,20
Farid Basharat,Victor Hugo,-575,425,True,1.1739,0.0,-1000,-4,0.0,2,0,2,0,0,2024-10-26,False,Featherweight,MALE,3,U-DEC,3,0,2,2,0,5,0,0,1,2,Orthodox,170.18,180.34,31,20,0,4,4,0,10,0,0,1,4,Orthodox,172.72,180.34,27,20
Ismail Naurdiev,Bruno Silva,-148,124,True,1.6757,0.0,-272,-7,0.0,-2,-3,0,-2,0,2024-10-26,False,Middleweight,MALE,3,U-DEC,3,3,0,3,5,19,0,4,0,4,Orthodox,182.88,187.96,35,20,1,0,1,2,12,0,0,0,2,Orthodox,177.8,187.96,28,20
Rinat Fakhretdinov,Carlos Leal,-218,180,True,1.4587,0.0,-398,3,0.0,4,0,4,0,0,2024-10-26,False,Welterweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,30,20,0,4,3,0,13,0,0,1,4,Orthodox,182.88,187.96,33,20
Anthony Hernandez,Michel Pereira,-162,136,True,1.6173,0.0,-298,0,5.0800000000000125,-3,0,-3,0,-1,2024-10-19,False,Middleweight,MALE,5,KO/TKO,5,0,8,8,2,25,0,2,3,9,Orthodox,185.42,185.42,31,14,0,5,5,2,19,0,1,4,6,Orthodox,182.88,190.5,31,13
Rob Font,Kyler Phillips,455,-625,True,5.55,0.0,1080,8,-2.539999999999992,3,6,-3,2,-2,2024-10-19,False,Bantamweight,MALE,3,U-DEC,3,0,3,4,1,21,0,2,1,7,Orthodox,172.72,182.88,29,12,2,0,4,7,46,0,6,1,10,Orthodox,172.72,180.34,37,10
Charles Johnson,Sumudaerji,-305,245,True,1.3279,0.0,-550,5,-5.079999999999984,2,1,3,-2,0,2024-10-19,False,Flyweight,MALE,3,U-DEC,3,2,0,3,3,12,0,1,0,3,Southpaw,172.72,182.88,28,20,0,3,3,4,25,0,2,0,5,Switch,175.26,177.8,33,20
Jake Hadley,Cameron Smotherman,-575,425,False,0.0,5.25,-1000,1,2.5400000000000205,4,2,1,-1,0,2024-10-19,False,Bantamweight,MALE,3,U-DEC,3,1,0,0,1,1,0,0,0,0,Orthodox,175.26,175.26,27,20,0,1,2,3,17,0,1,2,4,Southpaw,170.18,177.8,28,20
Darren Elkins,Daniel Pineda,-170,142,True,1.5882,0.0,-312,1,5.0800000000000125,13,3,1,-2,0,2024-10-19,False,Featherweight,MALE,3,U-DEC,3,2,0,2,7,27,0,1,4,5,Orthodox,170.18,175.26,39,20,0,1,6,10,72,0,4,3,18,Orthodox,177.8,180.34,40,20
Matheus Nicolau,Asu Almabayev,205,-250,False,0.0,1.4,455,1,2.539999999999992,4,3,-3,2,-7,2024-10-19,False,Flyweight,MALE,3,U-DEC,3,0,3,3,0,8,0,0,1,3,Orthodox,162.56,165.1,30,14,2,0,4,3,24,0,1,1,7,Orthodox,167.64,167.64,31,7
Brad Katona,Jean Matsumoto,170,-205,False,0.0,1.4878,375,7,-10.159999999999997,2,3,-1,0,0,2024-10-19,False,Bantamweight,MALE,3,U-DEC,3,0,2,2,0,5,0,0,1,2,Orthodox,167.64,172.72,25,20,0,1,2,3,21,1,0,0,4,Orthodox,167.64,162.56,32,20
Joselyne Edwards,Tamires Vidal,-258,210,True,1.3876,0.0,-468,3,5.0800000000000125,3,2,0,0,0,2024-10-19,False,Women's Bantamweight,FEMALE,3,SUB,3,2,0,1,2,7,0,1,0,1,Orthodox,167.64,172.72,26,20,2,0,3,4,24,0,0,0,4,Orthodox,172.72,177.8,29,20
Jessica Penne,Elise Reed,190,-230,False,0.0,1.4348,420,10,10.159999999999997,3,2,0,1,0,2024-10-19,False,Women's Strawweight,FEMALE,3,U-DEC,3,1,0,1,4,17,0,0,0,3,Orthodox,160.02,160.02,31,20,2,0,2,6,30,1,1,3,6,Orthodox,165.1,170.18,41,20
Melissa Martinez,Alice Ardelean,-155,130,True,1.6452,0.0,-285,-5,10.159999999999997,0,0,0,0,0,2024-10-19,False,Women's Strawweight,FEMALE,3,U-DEC,3,1,0,0,1,3,0,0,0,0,Orthodox,160.02,157.48,32,20,1,0,0,1,3,0,0,0,0,Southpaw,157.48,167.64,27,20
Austen Lane,Robelis Despaigne,330,-425,True,4.3,0.0,755,0,-10.160000000000025,0,2,0,1,0,2024-10-19,False,Heavyweight,MALE,3,U-DEC,3,1,0,1,1,4,0,1,0,1,Orthodox,200.66,213.36,36,20,2,0,1,3,6,0,1,0,1,Orthodox,198.12,203.2,36,20
Brandon Royval,Tatsuro Taira,250,-310,True,3.5,0.0,560,8,-5.0800000000000125,0,3,-5,0,-4,2024-10-12,False,Flyweight,MALE,5,S-DEC,5,0,6,6,0,13,0,2,2,6,Orthodox,170.18,177.8,24,5,0,1,3,3,22,1,1,3,6,Southpaw,175.26,172.72,32,1
Brad Tavares,JunYong Park,-195,238,False,0.0,3.38,-433,3,2.5400000000000205,8,6,0,0,0,2024-10-12,False,Middleweight,MALE,3,S-DEC,3,1,0,4,3,24,0,0,3,7,Orthodox,177.8,185.42,33,20,1,0,5,9,65,0,2,0,15,Orthodox,185.42,187.96,36,20
Chidi Njokuani,Jared Gooden,-148,124,True,1.6757,0.0,-272,5,7.619999999999976,2,-1,0,0,0,2024-10-12,False,Welterweight,MALE,3,U-DEC,3,0,1,1,4,15,0,1,1,2,Orthodox,182.88,195.58,30,20,0,1,3,3,14,0,3,0,4,Orthodox,190.5,203.2,35,20
Grant Dawson,Rafa Garcia,-380,300,True,1.2632,0.0,-680,0,5.079999999999984,6,-2,-1,0,0,2024-10-12,False,Lightweight,MALE,3,KO/TKO,2,0,2,2,3,20,0,0,1,4,Orthodox,170.18,177.8,30,20,0,1,6,1,31,0,1,5,10,Switch,177.8,182.88,30,20
Daniel Rodriguez,Alex Morono,-245,200,True,1.4082,0.0,-445,3,5.0800000000000125,-5,-3,0,2,0,2024-10-12,False,Welterweight,MALE,3,S-DEC,3,1,0,4,7,53,0,2,2,13,Orthodox,180.34,182.88,34,20,3,0,4,4,29,0,2,1,8,Southpaw,185.42,187.96,37,20
CJ Vergara,Ramazan Temirov,240,-298,False,0.0,1.3356,538,6,12.699999999999989,4,3,0,1,0,2024-10-12,False,Flyweight,MALE,3,KO/TKO,1,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,27,20,1,0,2,3,17,0,2,0,4,Orthodox,167.64,172.72,33,20
Jonathan Pearce,Pat Sabatini,-180,150,False,0.0,2.5,-330,-1,2.539999999999992,1,1,0,1,0,2024-10-12,False,Featherweight,MALE,3,SUB,1,1,0,4,2,14,0,0,2,5,Orthodox,172.72,177.8,33,20,2,0,5,3,21,0,3,1,6,Switch,182.88,180.34,32,20
Themba Gorimbo,Niko Price,-290,235,True,1.3448,0.0,-525,-2,2.5400000000000205,-5,-6,2,0,0,2024-10-12,False,Welterweight,MALE,3,U-DEC,3,0,1,2,7,34,0,4,2,8,Orthodox,182.88,193.04,35,20,0,3,3,1,9,0,1,0,3,Orthodox,185.42,195.58,33,20
Junior Tafa,Sean Sharaf,-238,195,True,1.4202,0.0,-433,-3,-5.0800000000000125,1,3,0,2,0,2024-10-12,False,Heavyweight,MALE,3,KO/TKO,2,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,31,20,2,0,1,3,7,0,1,0,1,Orthodox,190.5,190.5,28,20
Julia Polastri,Cory McKenna,-108,-112,True,1.9259,0.0,4,1,12.700000000000017,-3,0,0,0,0,2024-10-12,False,Women's Strawweight,FEMALE,3,S-DEC,3,1,0,2,2,15,0,0,1,4,Orthodox,160.02,147.32,25,20,1,0,1,2,8,0,0,1,1,Orthodox,157.48,160.02,26,20
Dan Argueta,Cody Haddon,124,-148,False,0.0,1.6757,272,5,-2.539999999999992,0,2,-1,1,0,2024-10-12,False,Bantamweight,MALE,3,U-DEC,3,0,1,1,0,1,0,0,1,1,Orthodox,170.18,175.26,26,20,1,0,1,2,12,0,0,0,1,Southpaw,170.18,172.72,31,20
Clayton Carpenter,Lucas Rocha,-245,200,True,1.4082,0.0,-445,4,5.079999999999984,1,0,1,0,0,2024-10-12,False,Flyweight,MALE,3,SUB,2,0,1,1,0,2,0,1,0,1,Orthodox,160.02,162.56,24,20,0,2,2,0,4,0,0,1,2,Orthodox,167.64,167.64,28,20
Alex Pereira,Khalil Rountree Jr.,-425,330,True,1.2353,0.0,-755,3,7.6200000000000045,-1,-4,-1,0,-8,2024-10-05,True,Light Heavyweight,MALE,5,KO/TKO,4,0,5,5,5,29,1,7,0,9,Southpaw,185.42,193.04,34,8,0,4,4,1,21,5,6,0,8,Orthodox,193.04,200.66,37,0
Raquel Pennington,Julianna Pena,-155,130,False,0.0,2.3,-285,1,-5.079999999999984,6,2,6,-1,-20,2024-10-05,True,Women's Bantamweight,FEMALE,5,S-DEC,5,1,0,4,3,26,3,2,2,7,Orthodox,167.64,175.26,35,20,0,6,6,5,54,2,0,3,13,Orthodox,170.18,170.18,36,0
Jose Aldo,Mario Bautista,102,-122,False,0.0,1.8197,224,7,2.5400000000000205,14,5,-5,0,9,2024-10-05,False,Bantamweight,MALE,3,S-DEC,3,0,6,6,2,20,0,1,3,8,Switch,175.26,175.26,31,11,0,1,15,7,90,15,11,0,22,Orthodox,170.18,177.8,38,20
Roman Dolidze,Kevin Holland,124,-148,True,2.24,0.0,272,5,-12.700000000000017,-7,-5,0,0,-10,2024-10-05,False,Middleweight,MALE,3,KO/TKO,1,0,1,5,8,57,0,5,5,14,Orthodox,190.5,205.74,31,20,0,1,4,3,25,0,4,0,7,Orthodox,187.96,193.04,36,10
Ketlen Vieira,Kayla Harrison,700,-1100,False,0.0,1.0909,1800,-1,5.0800000000000125,7,3,0,0,-1,2024-10-05,False,Women's Bantamweight,FEMALE,3,U-DEC,3,0,1,1,0,2,0,0,1,1,Southpaw,172.72,167.64,34,3,0,1,4,3,34,0,0,1,8,Orthodox,172.72,172.72,33,2
Stephen Thompson,Joaquin Buckley,185,-225,False,0.0,1.4444,410,11,-2.539999999999992,3,3,-4,1,-2,2024-10-05,False,Welterweight,MALE,3,KO/TKO,3,0,4,4,4,31,0,6,0,9,Southpaw,177.8,193.04,30,11,1,0,7,7,60,2,6,0,12,Orthodox,182.88,190.5,41,9
Marina Rodriguez,Iasmin Lucindo,154,-185,False,0.0,1.5405,339,15,-2.539999999999992,5,3,-3,1,-8,2024-10-05,False,Women's Strawweight,FEMALE,3,S-DEC,3,0,3,3,1,11,0,0,1,3,Orthodox,160.02,167.64,22,14,1,0,4,4,42,0,3,0,8,Orthodox,167.64,165.1,37,6
Austin Hubbard,Alexander Hernandez,-112,-108,False,0.0,1.9259,-4,0,-2.539999999999992,-2,-2,1,-2,0,2024-10-05,False,Lightweight,MALE,3,S-DEC,3,2,0,2,7,29,0,3,0,6,Orthodox,175.26,182.88,32,20,0,1,1,5,23,0,1,0,4,Orthodox,177.8,180.34,32,20
Cesar Almeida,Ihor Potieria,-500,380,True,1.2,0.0,-880,8,-2.539999999999992,-1,-3,0,0,0,2024-10-05,False,Middleweight,MALE,3,U-DEC,3,1,0,1,4,11,0,2,0,3,Southpaw,190.5,190.5,28,20,1,0,2,1,8,0,1,0,2,Orthodox,185.42,187.96,36,20
Ryan Spann,Ovince Saint Preux,-205,170,True,1.4878,0.0,-375,-8,-2.539999999999992,-13,-7,-1,3,0,2024-10-05,False,Light Heavyweight,MALE,3,SUB,1,0,1,5,13,78,1,9,5,21,Southpaw,190.5,203.2,41,20,3,0,5,6,22,0,3,3,8,Orthodox,195.58,200.66,33,20
Carla Esparza,Tecia Pennington,145,-175,False,0.0,1.5714,320,1,7.6200000000000045,1,-2,0,-1,0,2024-10-05,False,Women's Strawweight,FEMALE,3,U-DEC,3,2,0,3,7,45,0,1,1,9,Orthodox,154.94,152.4,35,20,1,0,6,5,44,4,1,1,10,Orthodox,154.94,160.02,36,20
Court McGee,Tim Means,180,-218,True,2.8,0.0,398,-1,0.0,-5,-1,0,2,0,2024-10-05,False,Welterweight,MALE,3,SUB,1,1,0,4,13,65,0,6,2,15,Orthodox,187.96,190.5,40,20,3,0,3,12,59,1,0,2,10,Orthodox,180.34,190.5,39,20
Renato Moicano,Benoit Saint Denis,210,-258,True,3.1,0.0,468,7,-2.539999999999992,6,3,3,-1,-9,2024-09-28,False,Lightweight,MALE,5,KO/TKO,2,1,0,5,2,13,0,3,2,5,Southpaw,180.34,185.42,28,20,0,3,3,5,35,0,1,6,11,Orthodox,180.34,182.88,35,11
Nassourdine Imavov,Brendan Allen,-225,185,True,1.4444,0.0,-410,1,0.0,-7,0,-5,0,-4,2024-09-28,False,Middleweight,MALE,3,U-DEC,3,0,7,7,2,33,0,1,8,13,Orthodox,187.96,190.5,28,8,0,2,3,2,29,0,3,0,6,Orthodox,190.5,190.5,29,4
William Gomis,Joanderson Brito,245,-305,True,3.45,0.0,550,-2,2.539999999999992,-3,-1,-2,0,0,2024-09-28,False,Featherweight,MALE,3,S-DEC,3,0,5,5,1,13,0,3,2,6,Orthodox,172.72,182.88,29,20,0,3,3,0,9,0,1,0,3,Southpaw,182.88,185.42,27,20
Kevin Jousset,Bryan Battle,160,-192,False,0.0,1.5208,352,1,-5.0800000000000125,-3,-1,0,0,0,2024-09-28,False,Welterweight,MALE,3,KO/TKO,2,0,2,3,1,14,0,2,2,5,Orthodox,185.42,195.58,30,20,0,2,2,0,4,0,0,1,2,Orthodox,187.96,190.5,31,20
Morgan Charriere,Gabriel Miranda,-520,390,True,1.1923,0.0,-910,-6,-5.0800000000000125,0,0,-1,1,0,2024-09-28,False,Featherweight,MALE,3,KO/TKO,2,0,1,1,1,3,0,0,1,1,Orthodox,180.34,180.34,34,20,1,0,1,1,4,0,1,0,1,Orthodox,172.72,175.26,28,20
Fares Ziam,Matt Frevola,-125,105,True,1.8,0.0,-230,-7,10.159999999999997,-1,-2,3,-1,0,2024-09-28,False,Lightweight,MALE,3,KO/TKO,3,1,0,3,4,20,0,3,1,6,Orthodox,175.26,180.34,34,20,0,3,3,2,19,0,0,0,5,Orthodox,185.42,190.5,27,20
Ion Cutelaba,Ivan Erslan,-102,-118,True,1.9804,0.0,16,-2,7.6200000000000045,6,9,0,1,0,2024-09-28,False,Light Heavyweight,MALE,3,S-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,187.96,182.88,32,20,1,0,2,9,30,0,4,0,6,Southpaw,185.42,190.5,30,20
Oumar Sy,Da Woon Jung,-625,455,True,1.16,0.0,-1080,-2,12.699999999999989,-3,-3,1,-3,0,2024-09-28,False,Light Heavyweight,MALE,3,U-DEC,3,3,0,2,3,18,0,2,1,4,Orthodox,193.04,198.12,30,20,0,1,1,0,1,0,0,1,1,Orthodox,193.04,210.82,28,20
Ludovit Klein,Roosevelt Roberts,-950,625,True,1.1053,0.0,-1575,-1,-2.539999999999992,1,-2,5,-3,0,2024-09-28,False,Lightweight,MALE,3,U-DEC,3,3,0,3,4,20,0,0,3,5,Orthodox,187.96,185.42,30,20,0,5,3,2,23,0,2,0,6,Southpaw,170.18,182.88,29,20
Taylor Lapilus,Vince Morales,-360,285,True,1.2778,0.0,-645,-1,7.619999999999976,2,-4,1,-2,0,2024-09-28,False,Bantamweight,MALE,3,U-DEC,3,2,0,2,6,23,0,1,0,3,Orthodox,170.18,177.8,33,20,0,1,2,2,20,0,1,0,5,Southpaw,167.64,185.42,32,20
Ailin Perez,Daria Zhelezniakova,-245,200,True,1.4082,0.0,-445,1,-5.0800000000000125,2,1,2,0,-5,2024-09-28,False,Women's Bantamweight,FEMALE,3,SUB,1,0,1,1,0,3,0,0,0,1,Orthodox,175.26,172.72,28,20,0,3,3,1,11,0,0,0,3,Switch,165.1,167.64,29,15
Daniel Barez,Victor Altamirano,105,-125,True,2.05,0.0,230,2,-10.160000000000025,-3,-1,0,0,0,2024-09-28,False,Flyweight,MALE,3,U-DEC,3,2,0,2,3,16,0,1,0,3,Switch,172.72,177.8,33,20,2,0,0,2,4,0,0,0,0,Orthodox,167.64,167.64,35,20
Nora Cornolle,Jacqueline Cavalcanti,170,-205,False,0.0,1.4878,375,7,-7.6200000000000045,0,0,0,0,0,2024-09-28,False,Women's Bantamweight,FEMALE,3,S-DEC,3,0,2,2,0,6,0,0,0,2,Orthodox,172.72,177.8,27,20,0,2,2,0,5,0,1,0,2,Orthodox,170.18,170.18,34,20
Bolaji Oki,Chris Duncan,-155,130,False,0.0,2.3,-285,-3,5.079999999999984,-1,-2,2,-1,0,2024-09-28,False,Lightweight,MALE,3,SUB,1,1,0,3,2,10,0,1,0,3,Orthodox,177.8,180.34,31,20,0,2,2,0,4,0,1,0,2,Orthodox,177.8,185.42,28,20
Sean O'Malley,Merab Dvalishvili,100,-120,False,0.0,1.8333,220,-4,10.159999999999997,1,-1,-4,0,-1,2024-09-14,True,Bantamweight,MALE,5,U-DEC,5,0,10,10,2,37,0,1,0,10,Orthodox,167.64,172.72,33,1,0,6,6,1,29,2,7,0,11,Switch,180.34,182.88,29,0
Alexa Grasso,Valentina Shevchenko,-130,110,False,0.0,2.1,-240,-5,0.0,-4,0,5,-1,-1,2024-09-14,True,Women's Flyweight,FEMALE,5,U-DEC,5,1,0,9,3,60,11,4,2,12,Southpaw,165.1,167.64,36,1,0,5,5,3,37,2,0,2,8,Orthodox,165.1,167.64,31,0
Brian Ortega,Diego Lopes,170,-205,False,0.0,1.4878,375,4,-7.6200000000000045,4,1,-3,0,-10,2024-09-14,False,Featherweight,MALE,3,U-DEC,3,0,4,4,2,12,0,2,1,4,Orthodox,180.34,182.88,29,13,0,1,6,3,34,2,3,4,8,Switch,172.72,175.26,33,3
Daniel Zellhuber,Esteban Ribovics,-198,164,False,0.0,2.64,-362,-3,20.32000000000002,1,0,1,0,0,2024-09-14,False,Lightweight,MALE,3,S-DEC,3,0,2,2,1,8,0,2,0,3,Orthodox,177.8,175.26,28,20,0,3,3,1,14,0,0,1,4,Switch,185.42,195.58,25,20
Ronaldo Rodriguez,Ode Osbourne,-205,170,True,1.4878,0.0,-375,-7,-20.319999999999993,-4,-4,1,-2,0,2024-09-14,False,Flyweight,MALE,3,U-DEC,3,2,0,2,5,15,0,2,1,5,Southpaw,170.18,185.42,32,20,0,1,1,1,5,0,0,1,1,Orthodox,167.64,165.1,25,20
Irene Aldana,Norma Dumont,110,-130,False,0.0,1.7692,240,3,2.539999999999992,1,3,-3,0,-3,2024-09-14,False,Women's Bantamweight,FEMALE,3,U-DEC,3,0,4,4,2,27,0,0,0,7,Orthodox,170.18,170.18,33,8,0,1,3,5,39,1,3,1,8,Orthodox,175.26,172.72,36,5
Manuel Torres,Ignacio Bahamondes,-130,110,False,0.0,2.1,-240,2,-5.0800000000000125,-1,-2,3,0,0,2024-09-14,False,Lightweight,MALE,3,KO/TKO,1,0,1,3,2,18,0,3,1,5,Orthodox,190.5,190.5,27,20,0,4,4,0,4,0,3,1,4,Switch,177.8,185.42,29,20
Yazmin Jauregui,Ketlen Souza,-535,400,False,0.0,5.0,-935,-5,2.539999999999992,2,0,0,0,0,2024-09-14,False,Women's Strawweight,FEMALE,3,SUB,1,0,1,1,1,4,0,0,0,1,Orthodox,160.02,160.02,30,20,0,1,2,1,9,0,1,0,3,Orthodox,160.02,162.56,25,20
Edgar Chairez,Joshua Van,225,-278,False,0.0,1.3597,503,6,15.240000000000009,-2,1,1,-1,0,2024-09-14,False,Flyweight,MALE,3,U-DEC,3,1,0,3,1,11,0,1,0,3,Orthodox,165.1,165.1,22,20,0,1,1,2,8,0,0,1,1,Orthodox,170.18,180.34,28,20
Raul Rosas Jr.,Aoriqileng,-1000,650,True,1.1,0.0,-1650,-12,-5.079999999999984,1,-2,1,0,0,2024-09-14,False,Bantamweight,MALE,3,U-DEC,3,0,1,2,3,16,0,1,0,3,Orthodox,170.18,175.26,31,20,0,2,2,1,10,0,1,2,4,Switch,175.26,170.18,19,20
Gilbert Burns,Sean Brady,175,-205,False,0.0,1.4878,380,7,-2.539999999999992,9,6,-1,2,-2,2024-09-07,False,Welterweight,MALE,5,U-DEC,5,0,1,5,1,19,0,0,3,6,Orthodox,177.8,182.88,31,8,2,0,6,7,57,1,3,5,15,Orthodox,177.8,180.34,38,6
Jessica Andrade,Natalia Silva,225,-278,False,0.0,1.3597,503,5,-7.6200000000000045,12,10,-3,0,12,2024-09-07,False,Women's Flyweight,FEMALE,3,U-DEC,3,0,5,5,0,13,0,2,0,5,Southpaw,162.56,165.1,27,8,0,2,4,10,57,4,6,3,17,Orthodox,154.94,157.48,32,20
Steve Garcia,Kyle Nelson,-205,170,True,1.4878,0.0,-375,-1,10.159999999999997,2,-2,1,0,0,2024-09-07,False,Featherweight,MALE,3,KO/TKO,1,0,3,3,4,22,0,2,0,4,Switch,180.34,180.34,33,20,0,4,4,2,13,0,6,0,6,Southpaw,182.88,190.5,32,20
Matt Schnell,Cody Durden,225,-278,False,0.0,1.3597,503,1,7.6200000000000045,1,2,0,0,0,2024-09-07,False,Bantamweight,MALE,3,SUB,2,2,0,4,4,22,0,1,0,5,Southpaw,170.18,170.18,33,20,2,0,4,6,24,0,0,3,6,Orthodox,172.72,177.8,34,20
Trevor Peek,Yanal Ashmouz,105,-125,False,0.0,1.8,230,0,2.5400000000000205,2,1,0,0,0,2024-09-07,False,Lightweight,MALE,3,U-DEC,3,1,0,1,1,4,0,1,0,1,Orthodox,175.26,175.26,29,20,1,0,2,2,12,0,2,0,3,Switch,175.26,177.8,29,20
Rongzhu,Chris Padilla,-258,210,False,0.0,3.1,-468,-4,-5.0800000000000125,3,2,2,0,0,2024-09-07,False,Lightweight,MALE,3,KO/TKO,2,0,1,1,0,1,0,0,1,1,Orthodox,175.26,187.96,28,20,0,3,3,2,16,1,2,1,4,Orthodox,175.26,182.88,24,20
Isaac Dulgarian,Brendon Marotte,-2100,1100,True,1.0476,0.0,-3200,0,2.539999999999992,1,0,0,0,0,2024-09-07,False,Featherweight,MALE,3,SUB,2,1,0,0,1,1,0,0,0,0,Orthodox,175.26,177.8,28,20,1,0,1,1,4,0,1,0,1,Orthodox,170.18,180.34,28,20
Felipe dos Santos,Andre Lima,140,-166,False,0.0,1.6024,306,-2,7.6200000000000045,-2,1,-2,0,0,2024-09-07,False,Flyweight,MALE,3,U-DEC,3,0,3,3,0,8,0,0,0,3,Orthodox,170.18,170.18,25,20,0,1,1,1,6,0,0,0,1,Orthodox,170.18,177.8,23,20
Yizha,Gabriel Santos,220,-270,False,0.0,1.3704,490,0,2.539999999999992,5,-1,3,-2,0,2024-09-07,False,Featherweight,MALE,3,U-DEC,3,2,0,0,2,5,0,0,0,0,Orthodox,175.26,177.8,27,20,0,3,3,1,12,2,0,3,5,Orthodox,170.18,180.34,27,20
Jaqueline Amorim,Vanessa Demopoulos,-258,210,True,1.3876,0.0,-468,-6,22.859999999999985,-3,-2,0,0,0,2024-09-07,False,Women's Strawweight,FEMALE,3,SUB,1,0,2,3,3,22,0,0,1,5,Orthodox,157.48,149.86,35,20,0,2,2,1,7,0,1,1,2,Orthodox,160.02,172.72,29,20
Andre Petroski,Dylan Budka,-298,240,True,1.3356,0.0,-538,9,-5.0800000000000125,5,1,1,-1,0,2024-09-07,False,Middleweight,MALE,3,U-DEC,3,1,0,1,1,5,0,0,0,1,Switch,182.88,190.5,24,20,0,1,5,2,19,0,1,2,6,Switch,182.88,185.42,33,20
Zygimantas Ramaska,Nathan Fletcher,120,-142,False,0.0,1.7042,262,1,2.539999999999992,0,0,0,0,0,2024-09-07,False,Featherweight,MALE,3,SUB,2,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,26,20,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,27,20
Jared Cannonier,Caio Borralho,260,-325,False,0.0,1.3077,585,9,5.0800000000000125,2,7,-8,1,-7,2024-08-24,False,Middleweight,MALE,5,U-DEC,5,0,8,8,0,20,0,2,1,8,Southpaw,185.42,190.5,31,12,1,0,3,7,49,1,6,0,10,Switch,180.34,195.58,40,5
Angela Hill,Tabatha Ricci,160,-192,False,0.0,1.5208,352,10,7.6200000000000045,7,11,1,0,-2,2024-08-24,False,Women's Strawweight,FEMALE,3,U-DEC,3,0,1,4,2,19,0,0,1,5,Orthodox,154.94,154.94,29,11,0,2,3,13,73,0,2,1,12,Orthodox,160.02,162.56,39,9
Robert Valentin,Ryan Loder,-142,120,False,0.0,2.2,-262,-4,2.5400000000000205,0,0,0,0,0,2024-08-24,False,Middleweight,MALE,3,KO/TKO,2,0,0,0,0,0,0,0,0,0,Southpaw,187.96,193.04,33,20,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,29,20
